Date,Time,Defect Rate
8/29/2024,09:15.6,9%
8/29/2024,09:14.7,7%
8/29/2024,09:13.8,11%
8/29/2024,09:12.8,10%
8/29/2024,09:11.9,13%
8/29/2024,09:11.0,11%
8/29/2024,09:10.1,9%
8/29/2024,09:09.2,6%
8/29/2024,09:08.3,8%
8/29/2024,09:07.4,6%
8/29/2024,09:06.5,9%
8/29/2024,09:05.6,11%
8/29/2024,09:04.8,12%
8/29/2024,09:03.7,14%
8/29/2024,09:02.8,13%
8/29/2024,09:01.9,14%
8/29/2024,09:01.0,9%
8/29/2024,09:00.1,9%
8/29/2024,08:59.2,8%
8/29/2024,08:58.3,10%
8/29/2024,08:57.4,10%
8/29/2024,08:56.5,15%
8/29/2024,08:55.5,12%
8/29/2024,08:54.6,13%
8/29/2024,08:53.7,6%
8/29/2024,08:52.8,15%
8/29/2024,08:51.9,5%
8/29/2024,08:51.2,15%
8/29/2024,08:50.1,11%
8/29/2024,08:49.2,9%
8/29/2024,08:48.3,13%
8/29/2024,08:47.3,5%
8/29/2024,08:46.4,10%
8/29/2024,08:45.5,10%
8/29/2024,08:44.6,14%
8/29/2024,08:43.7,8%
8/29/2024,08:42.8,13%
8/29/2024,08:41.9,6%
8/29/2024,08:41.0,15%
8/29/2024,08:40.1,15%
8/29/2024,08:39.2,9%
8/29/2024,08:38.2,15%
8/29/2024,08:37.3,15%
8/29/2024,08:36.4,12%
8/29/2024,08:35.5,14%
8/29/2024,08:34.6,7%
8/29/2024,08:33.7,6%
8/29/2024,08:32.8,11%
8/29/2024,08:31.8,10%
8/29/2024,08:30.9,7%
8/29/2024,08:30.0,11%
8/29/2024,08:29.1,5%
8/29/2024,08:28.2,12%
8/29/2024,08:27.3,9%
8/29/2024,08:26.4,6%
8/29/2024,08:25.5,14%
8/29/2024,08:24.6,8%
8/29/2024,08:23.7,15%
8/29/2024,08:22.7,7%
8/29/2024,08:21.8,6%
8/29/2024,08:20.9,9%
8/29/2024,08:20.0,9%
8/29/2024,08:19.1,6%
8/29/2024,08:18.2,15%
8/29/2024,08:17.3,8%
8/29/2024,08:16.4,8%
8/29/2024,08:15.4,7%
8/29/2024,08:14.5,8%
8/29/2024,08:13.6,5%
8/29/2024,08:12.7,15%
8/29/2024,08:11.8,5%
8/29/2024,08:10.9,5%
8/29/2024,08:10.0,8%
8/29/2024,08:09.1,7%
8/29/2024,08:08.2,10%
8/29/2024,08:07.3,14%
8/29/2024,08:06.3,5%
8/29/2024,08:05.4,5%
8/29/2024,08:04.5,10%
8/29/2024,08:03.6,8%
8/29/2024,08:02.7,8%
8/29/2024,08:01.8,14%
8/29/2024,08:00.9,12%
8/29/2024,07:59.9,11%
8/29/2024,07:59.0,8%
8/29/2024,07:58.1,15%
8/29/2024,07:57.2,9%
8/29/2024,07:56.3,8%
8/29/2024,07:55.4,12%
8/29/2024,07:54.5,6%
8/29/2024,07:53.6,12%
8/29/2024,07:52.8,11%
8/29/2024,07:51.8,5%
8/29/2024,07:50.8,12%
8/29/2024,07:49.9,11%
8/29/2024,07:49.0,10%
8/29/2024,07:48.1,14%
8/29/2024,07:47.2,12%
8/29/2024,07:46.3,13%
8/29/2024,07:45.4,13%
8/29/2024,07:44.4,9%
8/29/2024,07:43.5,8%
8/29/2024,07:42.6,9%
8/29/2024,07:41.7,8%
8/29/2024,07:40.8,14%
8/29/2024,07:39.9,6%
8/29/2024,07:39.0,8%
8/29/2024,07:38.1,5%
8/29/2024,07:37.2,7%
8/29/2024,07:36.3,5%
8/29/2024,07:35.6,13%
8/29/2024,07:34.4,6%
8/29/2024,07:33.5,11%
8/29/2024,07:32.6,13%
8/29/2024,07:31.7,12%
8/29/2024,07:30.8,6%
8/29/2024,07:29.9,8%
8/29/2024,07:29.0,7%
8/29/2024,07:28.0,6%
8/29/2024,07:27.1,9%
8/29/2024,07:26.2,14%
8/29/2024,07:25.3,14%
8/29/2024,07:24.4,12%
8/29/2024,07:23.5,13%
8/29/2024,07:22.6,7%
8/29/2024,07:21.7,6%
8/29/2024,07:20.8,7%
8/29/2024,07:19.8,7%
8/29/2024,07:18.9,9%
8/29/2024,07:18.0,11%
8/29/2024,07:17.1,5%
8/29/2024,07:16.2,13%
8/29/2024,07:15.3,11%
8/29/2024,07:14.4,8%
8/29/2024,07:13.5,13%
8/29/2024,07:12.6,10%
8/29/2024,07:11.6,9%
8/29/2024,07:10.7,11%
8/29/2024,07:09.8,10%
8/29/2024,07:08.9,15%
8/29/2024,07:08.0,11%
8/29/2024,07:07.1,7%
8/29/2024,07:06.2,5%
8/29/2024,07:05.3,8%
8/29/2024,07:04.4,11%
8/29/2024,07:03.4,9%
8/29/2024,07:02.5,13%
8/29/2024,07:01.6,7%
8/29/2024,07:00.7,15%
8/29/2024,06:59.8,14%
8/29/2024,06:58.9,5%
8/29/2024,06:58.0,5%
8/29/2024,06:57.1,14%
8/29/2024,06:56.1,11%
8/29/2024,06:55.2,13%
8/29/2024,06:54.3,12%
8/29/2024,06:53.4,15%
8/29/2024,06:52.5,13%
8/29/2024,06:51.6,10%
8/29/2024,06:50.7,12%
8/29/2024,06:49.8,8%
8/29/2024,06:48.9,13%
8/29/2024,06:47.9,13%
8/29/2024,06:39.6,5%
8/29/2024,06:38.7,15%
8/29/2024,06:37.8,7%
8/29/2024,06:36.9,11%
8/29/2024,06:36.0,14%
8/29/2024,06:35.1,10%
8/29/2024,06:34.2,5%
8/29/2024,06:33.2,15%
8/29/2024,06:32.3,10%
8/29/2024,06:31.4,9%
8/29/2024,06:30.5,9%
8/29/2024,06:29.6,6%
8/29/2024,06:28.7,7%
8/29/2024,06:27.8,8%
8/29/2024,06:26.9,14%
8/29/2024,06:25.9,11%
8/29/2024,06:25.0,6%
8/29/2024,06:24.1,12%
8/29/2024,06:23.2,14%
8/29/2024,06:22.3,11%
8/29/2024,06:21.4,10%
8/29/2024,06:20.5,7%
8/29/2024,06:19.6,6%
8/29/2024,06:18.6,9%
8/29/2024,06:17.7,8%
8/29/2024,06:16.8,10%
8/29/2024,06:15.9,6%
8/29/2024,06:15.0,7%
8/29/2024,06:14.1,12%
8/29/2024,06:13.2,6%
8/29/2024,06:12.3,15%
8/29/2024,06:11.4,9%
8/29/2024,06:10.4,8%
8/29/2024,06:09.6,14%
8/29/2024,06:08.6,6%
8/29/2024,06:07.7,5%
8/29/2024,06:06.8,8%
8/29/2024,06:05.9,9%
8/29/2024,06:05.0,8%
8/29/2024,06:04.1,15%
8/29/2024,06:03.1,9%
8/29/2024,06:02.2,15%
8/29/2024,06:01.3,8%
8/29/2024,06:00.4,10%
8/29/2024,05:59.5,7%
8/29/2024,05:58.6,8%
8/29/2024,05:57.7,5%
8/29/2024,05:56.8,13%
8/29/2024,05:55.9,6%
8/29/2024,05:54.9,11%
8/29/2024,05:54.0,9%
8/29/2024,05:53.1,6%
8/29/2024,05:52.2,14%
8/29/2024,05:51.3,14%
8/29/2024,05:50.4,14%
8/29/2024,05:49.5,7%
8/29/2024,05:48.6,5%
8/29/2024,05:47.7,15%
8/29/2024,05:46.8,5%
8/29/2024,05:45.9,11%
8/29/2024,05:44.9,8%
8/29/2024,05:44.0,6%
8/29/2024,05:43.1,5%
8/29/2024,05:42.2,13%
8/29/2024,05:41.4,11%
8/29/2024,05:40.4,15%
8/29/2024,05:39.4,10%
8/29/2024,05:38.6,6%
8/29/2024,05:37.6,8%
8/29/2024,05:36.7,13%
8/29/2024,05:35.8,5%
8/29/2024,05:34.9,7%
8/29/2024,05:34.0,15%
8/29/2024,05:33.1,13%
8/29/2024,05:32.2,5%
8/29/2024,05:31.3,15%
8/29/2024,05:30.3,7%
8/29/2024,05:29.4,10%
8/29/2024,05:28.5,5%
8/29/2024,05:27.6,9%
8/29/2024,05:26.7,15%
8/29/2024,05:25.8,6%
8/29/2024,05:24.9,15%
8/29/2024,05:24.0,5%
8/29/2024,05:23.1,7%
8/29/2024,05:22.1,11%
8/29/2024,05:21.2,7%
8/29/2024,05:20.3,8%
8/29/2024,05:19.4,5%
8/29/2024,05:18.7,14%
8/29/2024,05:17.6,14%
8/29/2024,05:16.7,10%
8/29/2024,05:15.8,14%
8/29/2024,05:14.8,9%
8/29/2024,05:13.9,15%
8/29/2024,05:13.0,15%
8/29/2024,05:12.1,14%
8/29/2024,05:11.2,10%
8/29/2024,05:10.3,15%
8/29/2024,05:09.5,9%
8/29/2024,05:08.5,10%
8/29/2024,05:07.6,5%
8/29/2024,05:06.6,11%
8/29/2024,05:05.7,8%
8/29/2024,05:04.8,11%
8/29/2024,05:03.9,11%
8/29/2024,05:03.0,6%
8/29/2024,05:02.1,5%
8/29/2024,05:01.2,12%
8/29/2024,05:00.3,12%
8/29/2024,04:59.3,12%
8/29/2024,04:58.4,7%
8/29/2024,04:57.5,8%
8/29/2024,04:56.6,10%
8/29/2024,04:55.7,12%
8/29/2024,04:54.8,7%
8/29/2024,04:53.9,12%
8/29/2024,04:53.0,10%
8/29/2024,04:52.1,14%
8/29/2024,04:51.1,14%
8/29/2024,04:50.2,7%
8/29/2024,04:49.3,10%
8/29/2024,04:48.4,15%
8/29/2024,04:47.7,6%
8/29/2024,04:46.6,15%
8/29/2024,04:45.7,12%
8/29/2024,04:44.8,11%
8/29/2024,04:43.9,13%
8/29/2024,04:42.9,13%
8/29/2024,04:42.0,9%
8/29/2024,04:41.1,14%
8/29/2024,04:40.2,9%
8/29/2024,04:39.3,5%
8/29/2024,04:38.4,8%
8/29/2024,04:37.5,10%
8/29/2024,04:36.6,15%
8/29/2024,04:35.7,15%
8/29/2024,04:34.7,11%
8/29/2024,04:33.8,12%
8/29/2024,04:32.9,7%
8/29/2024,04:32.0,11%
8/29/2024,04:31.1,8%
8/29/2024,04:30.2,11%
8/29/2024,04:29.3,15%
8/29/2024,04:28.4,11%
8/29/2024,04:27.5,6%
8/29/2024,04:26.5,7%
8/29/2024,04:25.6,13%
8/29/2024,04:24.7,9%
8/29/2024,04:24.0,13%
8/29/2024,04:22.9,9%
8/29/2024,04:22.0,10%
8/29/2024,04:21.1,5%
8/29/2024,04:20.2,11%
8/29/2024,04:19.3,8%
8/29/2024,04:18.3,6%
8/29/2024,04:17.4,9%
8/29/2024,04:16.5,6%
8/29/2024,04:15.6,11%
8/29/2024,04:14.7,8%
8/29/2024,04:13.8,5%
8/29/2024,04:12.9,13%
8/29/2024,04:12.0,14%
8/29/2024,04:11.0,14%
8/29/2024,04:10.1,12%
8/29/2024,04:09.2,6%
8/29/2024,04:08.3,13%
8/29/2024,04:07.4,9%
8/29/2024,04:06.5,14%
8/29/2024,04:05.6,12%
8/29/2024,04:04.9,15%
8/29/2024,04:03.8,14%
8/29/2024,04:02.8,7%
8/29/2024,04:01.9,15%
8/29/2024,04:01.0,13%
8/29/2024,04:00.1,6%
8/29/2024,03:59.2,12%
8/29/2024,03:58.3,10%
8/29/2024,03:57.4,13%
8/29/2024,03:56.5,6%
8/29/2024,03:55.6,8%
8/29/2024,03:54.6,14%
8/29/2024,03:53.7,13%
8/29/2024,03:52.8,11%
8/29/2024,03:51.9,5%
8/29/2024,03:51.0,9%
8/29/2024,03:50.1,10%
8/29/2024,03:49.2,14%
8/29/2024,03:48.3,14%
8/29/2024,03:47.4,8%
8/29/2024,03:46.4,9%
8/29/2024,03:45.6,6%
8/29/2024,03:44.6,9%
8/29/2024,03:43.7,7%
8/29/2024,03:42.8,13%
8/29/2024,03:41.9,6%
8/29/2024,03:41.0,7%
8/29/2024,03:40.1,14%
8/29/2024,03:39.1,7%
8/29/2024,03:38.2,10%
8/29/2024,03:37.3,7%
8/29/2024,03:36.4,13%
8/29/2024,03:35.5,8%
8/29/2024,03:34.6,14%
8/29/2024,03:33.7,13%
8/29/2024,03:32.8,8%
8/29/2024,03:31.9,12%
8/29/2024,03:30.9,6%
8/29/2024,03:30.0,6%
8/29/2024,03:29.1,5%
8/29/2024,03:28.2,6%
8/29/2024,03:27.3,7%
8/29/2024,03:26.4,10%
8/29/2024,03:25.5,7%
8/29/2024,03:24.6,15%
8/29/2024,03:23.6,15%
8/29/2024,03:22.7,7%
8/29/2024,03:21.8,9%
8/29/2024,03:20.9,12%
8/29/2024,03:20.0,11%
8/29/2024,03:19.1,5%
8/29/2024,03:18.2,12%
8/29/2024,03:17.3,12%
8/29/2024,03:16.4,13%
8/29/2024,03:15.4,5%
8/29/2024,03:14.5,15%
8/29/2024,03:13.6,15%
8/29/2024,03:12.7,10%
8/29/2024,03:11.8,13%
8/29/2024,03:10.9,14%
8/29/2024,03:10.0,11%
8/29/2024,03:09.1,8%
8/29/2024,03:08.2,13%
8/29/2024,03:07.2,11%
8/29/2024,03:06.4,14%
8/29/2024,03:05.4,8%
8/29/2024,03:04.5,15%
8/29/2024,03:03.6,8%
8/29/2024,03:02.7,7%
8/29/2024,03:01.8,9%
8/29/2024,03:00.9,13%
8/29/2024,03:00.0,6%
8/29/2024,02:59.0,12%
8/29/2024,02:58.1,15%
8/29/2024,02:57.2,13%
8/29/2024,02:56.3,12%
8/29/2024,02:55.4,10%
8/29/2024,02:54.5,9%
8/29/2024,02:53.6,7%
8/29/2024,02:52.7,13%
8/29/2024,02:51.8,15%
8/29/2024,02:50.8,13%
8/29/2024,02:49.9,15%
8/29/2024,02:49.0,8%
8/29/2024,02:48.1,8%
8/29/2024,02:47.2,6%
8/29/2024,02:46.3,12%
8/29/2024,02:45.4,5%
8/29/2024,02:44.5,13%
8/29/2024,02:43.6,11%
8/29/2024,02:42.6,7%
8/29/2024,02:41.7,15%
8/29/2024,02:40.8,14%
8/29/2024,02:39.9,9%
8/29/2024,02:39.0,6%
8/29/2024,02:38.1,15%
8/29/2024,02:37.2,11%
8/29/2024,02:36.3,5%
8/29/2024,02:35.3,12%
8/29/2024,02:34.4,15%
8/29/2024,02:33.5,11%
8/29/2024,02:32.6,6%
8/29/2024,02:31.7,11%
8/29/2024,02:30.8,11%
8/29/2024,02:29.9,13%
8/29/2024,02:29.0,12%
8/29/2024,02:28.0,15%
8/29/2024,02:27.2,13%
8/29/2024,02:26.2,9%
8/29/2024,02:25.3,15%
8/29/2024,02:24.4,13%
8/29/2024,02:23.5,12%
8/29/2024,02:22.6,14%
8/29/2024,02:21.7,11%
8/29/2024,02:20.8,12%
8/29/2024,02:19.9,9%
8/29/2024,02:19.0,11%
8/29/2024,02:18.0,7%
8/29/2024,02:17.1,6%
8/29/2024,02:16.2,8%
8/29/2024,02:15.3,14%
8/29/2024,02:14.4,14%
8/29/2024,02:13.5,14%
8/29/2024,02:12.6,9%
8/29/2024,02:11.7,14%
8/29/2024,02:10.7,9%
8/29/2024,02:09.8,7%
8/29/2024,02:08.9,6%
8/29/2024,02:08.0,6%
8/29/2024,02:07.1,5%
8/29/2024,02:06.2,6%
8/29/2024,02:05.3,5%
8/29/2024,02:04.4,8%
8/29/2024,02:03.4,11%
8/29/2024,02:02.5,8%
8/29/2024,02:01.6,15%
8/29/2024,02:00.7,8%
8/29/2024,01:59.8,13%
8/29/2024,01:58.9,6%
8/29/2024,01:58.2,5%
8/29/2024,01:57.1,14%
8/29/2024,01:56.2,8%
8/29/2024,01:55.2,10%
8/29/2024,01:54.3,5%
8/29/2024,01:53.4,15%
8/29/2024,01:52.5,7%
8/29/2024,01:51.6,7%
8/29/2024,01:50.7,13%
8/29/2024,01:49.8,9%
8/29/2024,01:48.9,13%
8/29/2024,01:47.9,8%
8/29/2024,01:47.0,12%
8/29/2024,01:46.1,14%
8/29/2024,01:45.2,8%
8/29/2024,01:44.3,11%
8/29/2024,01:43.4,14%
8/29/2024,01:42.5,15%
8/29/2024,01:41.6,14%
8/29/2024,01:40.7,9%
8/29/2024,01:39.8,13%
8/29/2024,01:38.8,15%
8/29/2024,01:37.9,8%
8/29/2024,01:37.0,5%
8/29/2024,01:36.1,6%
8/29/2024,01:35.2,5%
8/29/2024,01:34.3,13%
8/29/2024,01:33.4,10%
8/29/2024,01:32.5,5%
8/29/2024,01:31.6,6%
8/29/2024,01:30.6,7%
8/29/2024,01:29.7,7%
8/29/2024,01:28.8,10%
8/29/2024,01:27.9,14%
8/29/2024,01:27.0,13%
8/29/2024,01:26.2,9%
8/29/2024,01:25.2,10%
8/29/2024,01:24.3,7%
8/29/2024,01:23.3,6%
8/29/2024,01:22.4,5%
8/29/2024,01:21.5,7%
8/29/2024,01:20.6,12%
8/29/2024,01:19.7,8%
8/29/2024,01:18.8,10%
8/29/2024,01:17.9,11%
8/29/2024,01:17.0,9%
8/29/2024,01:16.1,10%
8/29/2024,01:15.1,10%
8/29/2024,01:14.2,15%
8/29/2024,01:13.3,14%
8/29/2024,01:12.6,12%
8/29/2024,01:11.5,14%
8/29/2024,01:10.6,7%
8/29/2024,01:09.7,13%
8/29/2024,01:08.8,13%
8/29/2024,01:07.9,6%
8/29/2024,01:07.0,9%
8/29/2024,01:06.0,5%
8/29/2024,01:05.1,10%
8/29/2024,01:04.2,9%
8/29/2024,01:03.3,15%
8/29/2024,01:02.4,11%
8/29/2024,01:01.5,9%
8/29/2024,01:00.5,15%
8/29/2024,00:59.7,14%
8/29/2024,00:58.8,13%
8/29/2024,00:57.9,5%
8/29/2024,00:56.9,9%
8/29/2024,00:56.0,12%
8/29/2024,00:55.1,7%
8/29/2024,00:54.2,13%
8/29/2024,00:53.3,7%
8/29/2024,00:52.4,11%
8/29/2024,00:51.5,15%
8/29/2024,00:50.6,8%
8/29/2024,00:49.6,14%
8/29/2024,00:48.9,11%
8/29/2024,00:47.8,5%
8/29/2024,00:46.9,14%
8/29/2024,00:46.0,8%
8/29/2024,00:45.1,5%
8/29/2024,00:44.2,8%
8/29/2024,00:43.3,15%
8/29/2024,00:42.3,10%
8/29/2024,00:41.5,8%
8/29/2024,00:40.5,10%
8/29/2024,00:39.6,8%
8/29/2024,00:38.7,15%
8/29/2024,00:37.8,6%
8/29/2024,00:36.9,7%
8/29/2024,00:36.0,11%
8/29/2024,00:35.0,7%
8/29/2024,00:34.1,10%
8/29/2024,00:33.2,8%
8/29/2024,00:32.3,11%
8/29/2024,00:31.4,9%
8/29/2024,00:30.5,13%
8/29/2024,00:29.6,10%
8/29/2024,00:28.7,13%
8/29/2024,00:27.8,5%
8/29/2024,00:26.8,14%
8/29/2024,00:25.9,7%
8/29/2024,00:25.0,13%
8/29/2024,00:24.1,6%
8/29/2024,00:23.2,15%
8/29/2024,00:22.3,8%
8/29/2024,00:21.4,7%
8/29/2024,00:20.5,8%
8/29/2024,00:19.6,12%
8/29/2024,00:18.6,6%
8/29/2024,00:17.8,14%
8/29/2024,00:16.8,9%
8/29/2024,00:15.9,9%
8/29/2024,00:15.0,8%
8/29/2024,00:14.1,15%
8/29/2024,00:13.2,7%
8/29/2024,00:12.3,14%
8/29/2024,00:11.3,12%
8/29/2024,00:10.4,12%
8/29/2024,00:09.5,5%
8/29/2024,00:08.6,11%
8/29/2024,00:07.7,6%
8/29/2024,00:06.8,13%
8/29/2024,00:05.9,13%
8/29/2024,00:05.0,13%
8/29/2024,00:04.1,7%
8/29/2024,00:03.1,11%
8/29/2024,00:02.2,11%
8/29/2024,00:01.3,14%
8/29/2024,00:00.4,9%
8/29/2024,59:59.5,15%
8/29/2024,59:58.6,14%
8/29/2024,59:57.7,10%
8/29/2024,59:56.8,14%
8/29/2024,59:55.9,5%
8/29/2024,59:54.9,10%
8/29/2024,59:54.0,9%
8/29/2024,59:53.1,10%
8/29/2024,59:52.2,8%
8/29/2024,59:51.3,8%
8/29/2024,59:50.6,6%
8/29/2024,59:49.5,14%
8/29/2024,59:48.6,15%
8/29/2024,59:47.7,8%
8/29/2024,59:46.7,11%
8/29/2024,59:45.8,11%
8/29/2024,59:44.9,8%
8/29/2024,59:44.0,12%
8/29/2024,59:43.1,13%
8/29/2024,59:42.2,10%
8/29/2024,59:41.3,14%
8/29/2024,59:40.4,14%
8/29/2024,59:39.4,12%
8/29/2024,59:38.5,9%
8/29/2024,59:37.6,7%
8/29/2024,59:36.7,11%
8/29/2024,59:35.8,13%
8/29/2024,59:34.9,10%
8/29/2024,59:34.0,8%
8/29/2024,59:33.1,10%
8/29/2024,59:32.2,7%
8/29/2024,59:31.2,11%
8/29/2024,59:30.3,11%
8/29/2024,59:29.6,13%
8/29/2024,59:28.5,10%
8/29/2024,59:27.6,9%
8/29/2024,59:26.7,7%
8/29/2024,59:25.8,10%
8/29/2024,59:24.9,12%
8/29/2024,59:23.9,5%
8/29/2024,59:23.0,11%
8/29/2024,59:22.1,11%
8/29/2024,59:21.2,5%
8/29/2024,59:20.3,12%
8/29/2024,59:19.4,9%
8/29/2024,59:18.6,7%
8/29/2024,59:17.6,5%
8/29/2024,59:16.7,15%
8/29/2024,59:15.8,6%
8/29/2024,59:14.8,7%
8/29/2024,59:13.9,8%
8/29/2024,59:13.0,11%
8/29/2024,59:12.1,13%
8/29/2024,59:11.2,9%
8/29/2024,59:10.3,5%
8/29/2024,59:09.4,15%
8/29/2024,59:08.5,5%
8/29/2024,59:07.5,10%
8/29/2024,59:06.6,7%
8/29/2024,59:05.7,15%
8/29/2024,59:04.8,14%
8/29/2024,59:03.9,12%
8/29/2024,59:03.0,11%
8/29/2024,59:02.1,13%
8/29/2024,59:01.2,15%
8/29/2024,59:00.3,12%
8/29/2024,58:59.3,11%
8/29/2024,58:58.4,8%
8/29/2024,58:57.5,6%
8/29/2024,58:56.6,6%
8/29/2024,58:55.7,11%
8/29/2024,58:54.8,6%
8/29/2024,58:54.1,9%
8/29/2024,58:53.0,6%
8/29/2024,58:52.0,7%
8/29/2024,58:51.3,13%
8/29/2024,58:50.2,14%
8/29/2024,58:49.3,8%
8/29/2024,58:48.4,5%
8/29/2024,58:47.5,8%
8/29/2024,58:46.6,9%
8/29/2024,58:45.7,15%
8/29/2024,58:44.8,6%
8/29/2024,58:43.8,7%
8/29/2024,58:42.9,9%
8/29/2024,58:42.0,9%
8/29/2024,58:41.1,11%
8/29/2024,58:40.2,6%
8/29/2024,58:39.3,15%
8/29/2024,58:38.4,14%
8/29/2024,58:37.5,10%
8/29/2024,58:36.6,12%
8/29/2024,58:35.6,8%
8/29/2024,58:34.7,9%
8/29/2024,58:33.8,12%
8/29/2024,58:32.9,15%
8/29/2024,58:32.0,6%
8/29/2024,58:31.1,10%
8/29/2024,58:30.2,9%
8/29/2024,58:29.3,14%
8/29/2024,58:28.4,14%
8/29/2024,58:27.4,14%
8/29/2024,58:26.5,5%
8/29/2024,58:25.6,13%
8/29/2024,58:24.7,5%
8/29/2024,58:23.8,5%
8/29/2024,58:22.9,11%
8/29/2024,58:22.0,8%
8/29/2024,58:21.1,14%
8/29/2024,58:20.2,12%
8/29/2024,58:19.2,13%
8/29/2024,58:18.3,11%
8/29/2024,58:17.4,9%
8/29/2024,58:16.5,5%
8/29/2024,58:15.6,8%
8/29/2024,58:14.7,15%
8/29/2024,58:13.8,9%
8/29/2024,58:12.9,7%
8/29/2024,58:11.9,10%
8/29/2024,58:11.0,6%
8/29/2024,58:10.1,6%
8/29/2024,58:09.2,12%
8/29/2024,58:08.3,5%
8/29/2024,58:07.4,7%
8/29/2024,58:06.5,10%
8/29/2024,58:05.6,13%
8/29/2024,58:04.7,13%
8/29/2024,58:03.7,10%
8/29/2024,58:02.8,12%
8/29/2024,58:01.9,12%
8/29/2024,58:01.0,10%
8/29/2024,58:00.3,15%
8/29/2024,57:59.2,9%
8/29/2024,57:58.3,7%
8/29/2024,57:57.4,8%
8/29/2024,57:56.6,15%
8/29/2024,57:55.5,6%
8/29/2024,57:54.6,8%
8/29/2024,57:53.7,5%
8/29/2024,57:52.8,6%
8/29/2024,57:51.9,14%
8/29/2024,57:51.0,11%
8/29/2024,57:50.1,12%
8/29/2024,57:49.2,11%
8/29/2024,57:48.3,12%
8/29/2024,57:47.3,6%
8/29/2024,57:46.4,10%
8/29/2024,57:45.5,14%
8/29/2024,57:44.6,13%
8/29/2024,57:43.7,6%
8/29/2024,57:42.8,10%
8/29/2024,57:41.9,8%
8/29/2024,57:41.0,14%
8/29/2024,57:40.0,5%
8/29/2024,57:39.1,11%
8/29/2024,57:38.4,9%
8/29/2024,57:37.3,7%
8/29/2024,57:36.4,6%
8/29/2024,57:35.5,11%
8/29/2024,57:34.6,6%
8/29/2024,57:33.9,12%
8/29/2024,57:32.8,11%
8/29/2024,57:31.9,12%
8/29/2024,57:30.9,9%
8/29/2024,57:30.1,12%
8/29/2024,57:29.1,7%
8/29/2024,57:28.2,7%
8/29/2024,57:27.3,9%
8/29/2024,57:26.4,10%
8/29/2024,57:25.5,9%
8/29/2024,57:24.6,11%
8/29/2024,57:23.6,14%
8/29/2024,57:22.7,11%
8/29/2024,57:21.8,10%
8/29/2024,57:20.9,10%
8/29/2024,57:20.0,11%
8/29/2024,57:19.1,12%
8/29/2024,57:18.2,13%
8/29/2024,57:17.3,6%
8/29/2024,57:16.4,14%
8/29/2024,57:15.4,8%
8/29/2024,57:14.5,12%
8/29/2024,57:13.6,10%
8/29/2024,57:12.7,9%
8/29/2024,57:11.8,12%
8/29/2024,57:10.9,9%
8/29/2024,57:10.0,10%
8/29/2024,57:09.1,5%
8/29/2024,57:08.2,9%
8/29/2024,57:07.2,14%
8/29/2024,57:06.3,7%
8/29/2024,57:05.4,9%
8/29/2024,57:04.5,15%
8/29/2024,57:03.6,12%
8/29/2024,57:02.7,13%
8/29/2024,57:01.8,6%
8/29/2024,57:00.9,10%
8/29/2024,57:00.0,6%
8/29/2024,56:59.0,7%
8/29/2024,56:58.1,10%
8/29/2024,56:57.2,15%
8/29/2024,56:56.3,7%
8/29/2024,56:55.4,14%
8/29/2024,56:54.5,13%
8/29/2024,56:53.6,13%
8/29/2024,56:52.7,5%
8/29/2024,56:51.7,10%
8/29/2024,56:50.8,10%
8/29/2024,56:49.9,10%
8/29/2024,56:49.0,15%
8/29/2024,56:48.1,7%
8/29/2024,56:47.2,9%
8/29/2024,56:46.3,10%
8/29/2024,56:45.4,13%
8/29/2024,56:44.5,8%
8/29/2024,56:43.5,9%
8/29/2024,56:42.6,7%
8/29/2024,56:41.7,15%
8/29/2024,56:40.8,15%
8/29/2024,56:39.9,11%
8/29/2024,56:39.0,11%
8/29/2024,56:38.1,9%
8/29/2024,56:37.2,8%
8/29/2024,56:36.3,10%
8/29/2024,56:35.3,13%
8/29/2024,56:34.4,5%
8/29/2024,56:33.5,10%
8/29/2024,56:32.6,13%
8/29/2024,56:31.7,14%
8/29/2024,56:30.8,8%
8/29/2024,56:29.9,10%
8/29/2024,56:29.0,8%
8/29/2024,56:28.1,10%
8/29/2024,56:27.1,6%
8/29/2024,56:26.2,13%
8/29/2024,56:25.5,10%
8/29/2024,56:24.4,12%
8/29/2024,56:23.5,15%
8/29/2024,56:22.6,11%
8/29/2024,56:21.7,14%
8/29/2024,56:20.8,9%
8/29/2024,56:19.8,12%
8/29/2024,56:18.9,7%
8/29/2024,56:18.0,10%
8/29/2024,56:17.3,13%
8/29/2024,56:16.2,8%
8/29/2024,56:15.3,10%
8/29/2024,56:14.4,11%
8/29/2024,56:13.5,11%
8/29/2024,56:12.6,13%
8/29/2024,56:11.8,6%
8/29/2024,56:10.7,5%
8/29/2024,56:09.8,14%
8/29/2024,56:08.9,13%
8/29/2024,56:08.0,6%
8/29/2024,56:07.1,12%
8/29/2024,56:06.2,13%
8/29/2024,56:05.3,10%
8/29/2024,56:04.3,10%
8/29/2024,56:03.4,10%
8/29/2024,56:02.5,8%
8/29/2024,56:01.6,15%
8/29/2024,56:00.7,14%
8/29/2024,55:59.8,7%
8/29/2024,55:58.9,12%
8/29/2024,55:58.0,6%
8/29/2024,55:57.1,11%
8/29/2024,55:56.2,11%
8/29/2024,55:55.2,11%
8/29/2024,55:54.3,15%
8/29/2024,55:53.4,13%
8/29/2024,55:52.5,13%
